L2,V
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.518798828125,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.518798828125,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.518798828125,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.51116943359375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.51116943359375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.51116943359375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.518798828125,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.518798828125,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5168914794921875,-0.989822317769347
0.5130767822265625,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-0.989822317769347
0.514984130859375,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.507354736328125,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5092620849609375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5168914794921875,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.514984130859375,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.5130767822265625,-2.4726104381095757
0.51116943359375,-2.4726104381095757
0.51116943359375,-2.4726104381095757
